"Year","Month","Keyword","Frequency"
1987,1,galactic nuclei,4
1987,1,globular clusters,4
1987,1,hubble constant,4
1987,1,interstellar gas,4
1987,1,interstellar magnetic fields,4
1987,1,spaceborne astronomy,4
1987,1,stellar rotation,4
1987,5,galactic structure,4
1987,5,star formation,4
1987,7,astrophysics,4
1987,9,astronomy,4
1988,10,star formation,4
1988,11,cosmology,4
1988,11,interstellar matter,4
1988,11,power spectra,4
1988,11,pulsars,4
1988,11,quasars,4
1988,11,radio scattering,4
1988,11,very long base interferometry,4
1988,12,astronomical spectroscopy,4
1988,12,interstellar matter,4
1988,12,molecular clouds,4
1988,12,radial velocity,4
1988,1,astrometry,4
1988,1,astronomical photometry,4
1988,1,astronomical spectroscopy,4
1988,1,chondrites,4
1988,1,globular clusters,4
1988,1,interstellar gas,4
1988,1,line spectra,4
1988,1,microchannel plates,4
1988,1,proportional counters,4
1988,1,quasars,4
1988,1,radio emission,4
1988,1,red shift,4
1988,1,sky surveys (astronomy),4
1988,1,solar corona,4
1988,1,x ray astrophysics facility,4
1988,1,x ray binaries,4
1988,1,x ray telescopes,4
1988,2,astronomy,4
1988,2,spectral energy distribution,4
1988,2,stellar luminosity,4
1988,2,stellar models,4
1988,3,binary stars,4
1988,3,shock waves,4
1988,4,astronomy,4
1988,4,galactic clusters,4
1988,4,scattering,4
1988,5,light curve,4
1988,5,pulsars,4
1988,5,x ray sources,4
1988,6,accretion disks,4
1988,6,emission spectra,4
1988,6,galactic clusters,4
1988,6,galaxies: clustering,4
1988,6,shock waves,4
1988,6,stellar mass ejection,4
1988,7,interstellar: molecules,4
1988,8,dark matter,4
1988,9,pulsars,4
1989,10,astronomical maps,4
1989,10,astronomy,4
1989,10,elliptical galaxies,4
1989,10,galaxies: clustering,4
1989,10,red shift,4
1989,10,stellar spectra,4
1989,11,galactic structure,4
1989,11,light curve,4
1989,11,luminosity,4
1989,11,star formation,4
1989,11,x ray astronomy,4
1989,12,astronomical models,4
1989,12,clusters: globular,4
1989,12,emission spectra,4
1989,12,globular clusters,4
1989,12,interstellar: molecules,4
1989,12,pre-main sequence stars,4
1989,12,radio emission,4
1989,12,very large array (vla),4
1989,1,astronomical models,4
1989,1,cosmology,4
1989,1,emission spectra,4
1989,1,interstellar gas,4
1989,1,line of sight,4
1989,1,milky way galaxy,4
1989,1,physics: astronomy and astrophysics,4
1989,1,proportional counters,4
1989,1,red shift,4
1989,2,shock waves,4
1989,3,comparisons,4
1989,3,density,4
1989,3,distribution,4
1989,3,line spectra,4
1989,3,molecular clouds,4
1989,3,particles,4
1989,3,radar astronomy,4
1989,3,rotation,4
1989,3,stellar luminosity,4
1989,5,cosmology,4
1989,5,interstellar matter,4
1989,5,quasars,4
1989,7,astronomy,4
1989,7,emission spectra,4
1989,7,pulsars,4
1989,7,very large array (vla),4
1989,9,angular momentum,4
1989,9,distribution,4
1989,9,models,4
1989,9,origin,4
1990,10,lunar and planetary exploration,4
1990,10,shock waves,4
1990,10,stars: formation,4
1990,11,instrumentation and photography,4
1990,12,astronomical spectroscopy,4
1990,12,interstellar chemistry,4
1990,12,interstellar masers,4
1990,12,interstellar: molecules,4
1990,12,molecular clouds,4
1990,12,submillimeter waves,4
1990,1,abundance,4
1990,1,astronomical models,4
1990,1,background radiation,4
1990,1,dwarf stars,4
1990,1,extragalactic radio sources,4
1990,1,galactic bulge,4
1990,1,h ii regions,4
1990,1,halos,4
1990,1,intergalactic media,4
1990,1,light curve,4
1990,1,magnetic field configurations,4
1990,1,magnetic flux,4
1990,1,molecular clouds,4
1990,1,sky surveys (astronomy),4
1990,1,spaceborne astronomy,4
1990,1,stars: accretion,4
1990,1,stars: pre--main-sequence,4
1990,1,stellar activity,4
1990,1,stellar mass,4
1990,1,stellar oscillations,4
1990,1,stellar spectrophotometry,4
1990,1,stellar winds,4
1990,1,very large array (vla),4
1990,2,transition probabilities,4
1990,3,astronomy,4
1990,4,astrometry,4
1990,5,stellar spectra,4
1990,6,brightness distribution,4
1990,6,galaxies: x-rays,4
1990,6,luminosity,4
1990,7,astronomical models,4
1990,7,star formation,4
1990,7,x ray sources,4
1990,7,x ray telescopes,4
1990,8,07.85.+n,4
1990,8,binary stars,4
1990,8,dark matter,4
1990,9,galaxies: structure,4
1990,9,stellar evolution,4
1991,10,asteroids,4
1991,10,astronomical models,4
1991,10,transition probabilities,4
1991,10,x ray sources,4
1991,11,galactic clusters,4
1991,12,galactic structure,4
1991,12,pre-main sequence stars,4
1991,12,spectrophotometry,4
1991,12,star formation,4
1991,12,stellar envelopes,4
1991,1,chromosphere,4
1991,1,conferences,4
1991,1,cosmology,4
1991,1,galactic clusters,4
1991,1,galactic evolution,4
1991,1,galactic structure,4
1991,1,line spectra,4
1991,1,research management,4
1991,1,solar physics,4
1991,1,spaceborne astronomy,4
1991,1,stellar luminosity,4
1991,1,stellar spectrophotometry,4
1991,1,x ray astronomy,4
1991,2,astronomical spectroscopy,4
1991,2,interstellar matter,4
1991,2,stars: circumstellar shells,4
1991,2,stellar spectrophotometry,4
1991,3,astronomical models,4
1991,3,galactic nuclei,4
1991,3,molecular clouds,4
1991,3,x ray sources,4
1991,5,cosmology,4
1991,5,stellar spectra,4
1991,6,line spectra,4
1991,7,quasars,4
1991,8,astronomy,4
1991,8,cosmology,4
1991,8,galactic clusters,4
1991,8,molecular clouds,4
1991,8,pulsars,4
1991,8,red shift,4
1991,9,astronomy,4
1991,9,clusters: open,4
1991,9,open clusters,4
1991,9,sky surveys (astronomy),4
1991,9,x ray astronomy,4
1992,10,apertures,4
1992,10,infrared sources (astronomy),4
1992,10,x ray sources,4
1992,11,astronomical models,4
1992,11,binary stars,4
1992,11,emission spectra,4
1992,11,velocity distribution,4
1992,12,imaging techniques,4
1992,1,astronomical catalogs,4
1992,1,astronomical models,4
1992,1,astronomical spectroscopy,4
1992,1,astronomy,4
1992,1,binary stars,4
1992,1,grazing incidence,4
1992,1,stars: pre--main-sequence,4
1992,1,stellar spectra,4
1992,1,x ray telescopes,4
1992,1,x-rays: galaxies,4
1992,2,emission spectra,4
1992,2,gamma ray observatory,4
1992,2,light curve,4
1992,3,absorption spectra,4
1992,3,astronomical photometry,4
1992,3,quasars,4
1992,3,sky surveys (astronomy),4
1992,3,x ray astronomy,4
1992,4,active galactic nuclei,4
1992,4,celestial mechanics,4
1992,4,line spectra,4
1992,4,stellar luminosity,4
1992,5,astronomical catalogs,4
1992,5,quasars,4
1992,5,sky surveys (astronomy),4
1992,5,stellar spectrophotometry,4
1992,5,thermal emission,4
1992,5,x ray sources,4
1992,6,astronomical photometry,4
1992,7,accretion disks,4
1992,7,interstellar matter,4
1992,8,galactic clusters,4
1992,9,h alpha line,4
1992,9,interstellar matter,4
1992,9,pulsars,4
1992,9,stellar models,4
1993,12,radio astronomy,4
1993,1,astronomical spectroscopy,4
1993,1,astronomy,4
1993,1,grazing incidence,4
1993,1,point spread functions,4
1993,1,star formation,4
1993,1,x ray astronomy,4
1993,1,x ray imagery,4
1993,1,x ray telescopes,4
1993,2,astronomical photometry,4
1993,2,emission spectra,4
1993,2,x ray astronomy,4
1993,3,galactic clusters,4
1993,4,astronomical models,4
1993,4,astronomical spectroscopy,4
1993,4,elliptical galaxies,4
1993,4,h ii regions,4
1993,4,molecular clouds,4
1993,4,radial velocity,4
1993,4,stellar spectrophotometry,4
1993,4,velocity distribution,4
1993,5,h alpha line,4
1993,6,quasars,4
1993,6,rosat mission,4
1993,6,x-rays: galaxies,4
1993,8,star formation,4
1993,8,stellar evolution,4
1993,8,x-rays: galaxies,4
1993,9,abundance,4
1993,9,astronomical photometry,4
1993,9,pre-main sequence stars,4
1993,9,star formation,4
1993,9,stars: pre--main-sequence,4
1993,9,stellar evolution,4
1993,9,stellar rotation,4
1993,9,stellar spectrophotometry,4
1994,10,active galactic nuclei,4
1994,10,astronomical models,4
1994,10,emission spectra,4
1994,10,infrared astronomy,4
1994,10,solar corona,4
1994,11,astronomical catalogs,4
1994,11,astronomical spectroscopy,4
1994,11,red shift,4
1994,11,rosat mission,4
1994,11,stellar evolution,4
1994,11,stellar spectra,4
1994,12,emission spectra,4
1994,12,light curve,4
1994,12,stellar models,4
1994,1,rosat mission,4
1994,2,stellar models,4
1994,2,x ray spectra,4
1994,2,x-rays: stars,4
1994,3,galaxies: clustering,4
1994,3,procedure,4
1994,3,x ray astronomy,4
1994,4,light (visible radiation),4
1994,4,red shift,4
1994,4,stellar luminosity,4
1994,4,stellar models,4
1994,4,x ray astronomy,4
1994,5,astronomical photometry,4
1994,5,charge coupled devices,4
1994,5,earth orbits,4
1994,5,x-rays: galaxies,4
1994,6,galactic clusters,4
1994,6,molecular clouds,4
1994,6,radio astronomy,4
1994,6,red shift,4
1994,6,spectral emission,4
1994,7,astronomy,4
1994,7,lunar and planetary exploration,4
1994,7,x ray sources,4
1994,8,accretion disks,4
1994,8,cataclysmic variables,4
1994,8,x ray astronomy,4
1994,9,emission spectra,4
1995,10,astrophysics,4
1995,10,ultraviolet: stars,4
1995,12,x-rays: galaxies,4
1995,1,astronomical models,4
1995,1,charge coupled devices,4
1995,1,infrared astronomy,4
1995,1,interstellar matter,4
1995,1,molecular clouds,4
1995,1,rosat mission,4
1995,1,star formation,4
1995,1,x ray astronomy,4
1995,2,astronomy,4
1995,2,dust,4
1995,3,astronomical spectroscopy,4
1995,3,light curve,4
1995,3,luminosity,4
1995,3,x ray astronomy,4
1995,3,x-rays: stars,4
1995,4,astronomical spectroscopy,4
1995,4,emission spectra,4
1995,4,galactic clusters,4
1995,4,rosat mission,4
1995,4,x-rays: galaxies,4
1995,6,lyman alpha radiation,4
1995,7,95.35.+d,4
1995,7,astrophysics,4
1995,7,dark matter,4
1995,8,accretion disks,4
1995,8,emission spectra,4
1995,8,extreme ultraviolet explorer satellite,4
1995,8,extreme ultraviolet radiation,4
1995,8,spaceborne astronomy,4
1995,8,ultraviolet astronomy,4
1995,8,x-rays: galaxies,4
1995,9,chondrites,4
1996,10,galaxies: active,4
1996,11,infrared: stars,4
1996,12,stars: neutron,4
1996,12,surveys,4
1996,1,spectrum analysis,4
1996,5,accretion,4
1996,5,ism: molecules,4
1996,6,surveys,4
1996,7,96.60.pb,4
1996,7,cosmology: observations,4
1996,8,98.70.rz,4
1996,8,gamma-ray sources,4
1996,8,x-rays: stars,4
1997,11,galaxies: active,4
1997,11,stars: formation,4
1997,2,x-rays: galaxies,4
1997,5,97.10.ri,4
1997,5,97.80.jp,4
1997,5,effective temperatures colors and spectral classification,4
1997,5,magnitudes,4
1997,5,x-ray binaries,4
1997,7,astronomy,4
1997,7,galaxies: clusters: general,4
1997,7,ism: molecules,4
1997,9,galaxies: active,4
1997,9,stars: late-type,4
1998,1,activity,4
1998,1,flares,4
1998,1,models,4
1998,1,stars fundamental parameters,4
1998,4,97.60.lf,4
1998,4,black holes,4
1998,4,sun solar wind,4
1998,4,x-rays: galaxies,4
1998,5,x-rays: galaxies,4
1998,8,cosmology: theory,4
1998,8,ism: clouds,4
1998,8,x-rays: galaxies,4
1999,10,protostars,4
1999,11,galaxies: active,4
1999,11,x-rays: galaxies,4
1999,12,stars: formation,4
1999,1,astronomy uv,4
1999,1,coronal holes,4
1999,1,solar corona,4
1999,1,spectroscopy,4
1999,1,sun: uv radiation,4
1999,1,techniques spectroscopic,4
1999,1,uv radiation,4
1999,2,accretion,4
1999,2,accretion disks,4
1999,3,accretion,4
1999,3,accretion disks,4
1999,3,ism: molecules,4
1999,5,and astronomy: corona,4
1999,6,95.85.mt,4
1999,6,black hole physics,4
1999,6,stars: formation,4
1999,6,sun: uv radiation,4
1999,6,ultraviolet,4
1999,6,x-rays: stars,4
1999,7,stars: binaries: close,4
1999,8,x-rays: stars,4
1974,11,angular resolution,3
1974,11,astronomy,3
1974,11,cerenkov radiation,3
1974,11,cosmic ray showers,3
1974,11,instrumentation and photography,3
1974,11,photon density,3
1974,11,pulse amplitude,3
1974,11,radiation sources,3
1974,11,space radiation,3
1974,11,x ray sources,3
1974,12,astronomy,3
1974,12,orbital elements,3
1974,1,astrometry,3
1974,1,astronomical models,3
1974,1,astrophysics,3
1975,10,x ray sources,3
1975,11,astronomical netherlands satellite,3
1975,11,spaceborne astronomy,3
1975,11,x ray astronomy,3
1975,12,apollo 17 flight,3
1975,12,astrophysics,3
1975,12,breccia,3
1975,12,lunar landing sites,3
1975,1,apollo telescope mount,3
1975,1,comets,3
1975,1,emission spectra,3
1975,1,mineralogy,3
1975,1,satellite observation,3
1975,1,skylab program,3
1975,1,solar physics,3
1975,1,spaceborne astronomy,3
1975,1,x ray astronomy,3
1975,2,atmospheric models,3
1975,2,scattering cross sections,3
1975,2,solar spectra,3
1975,2,wave functions,3
1975,5,astrophysics,3
1975,7,astronomical models,3
1975,7,astronomy,3
1975,7,galactic radiation,3
1975,7,light curve,3
1975,7,line spectra,3
1975,7,milky way galaxy,3
1975,7,molecular absorption,3
1975,7,molecular spectra,3
1975,7,nebulae,3
1975,7,satellite observation,3
1975,7,uhuru satellite,3
1975,7,x ray sources,3
1975,9,astrophysics,3
1975,9,interstellar matter,3
1975,9,lunar and planetary exploration,3
1975,9,sky surveys (astronomy),3
1975,9,x ray astronomy,3
1976,10,spaceborne astronomy,3
1976,11,light curve,3
1976,11,spaceborne astronomy,3
1976,11,tables (data),3
1976,12,x ray spectra,3
1976,1,celestial bodies,3
1976,1,chemical composition,3
1976,1,chromosphere,3
1976,1,comets,3
1976,1,cosmology,3
1976,1,galaxies,3
1976,1,hydrogen clouds,3
1976,1,interstellar masers,3
1976,1,interstellar matter,3
1976,1,line spectra,3
1976,1,nebulae,3
1976,1,skylab program,3
1976,1,solar corona,3
1976,1,solar system,3
1976,1,spaceborne astronomy,3
1976,1,stellar spectra,3
1976,1,universe,3
1976,1,x ray astronomy,3
1976,3,x ray astronomy,3
1976,5,astronomy,3
1976,5,globular clusters,3
1976,6,black holes (astronomy),3
1976,6,galactic structure,3
1976,6,interstellar gas,3
1976,6,light curve,3
1976,6,satellite observation,3
1976,6,stellar luminosity,3
1976,6,x ray stars,3
1976,7,light curve,3
1976,8,x ray sources,3
1977,10,astrophysics,3
1977,1,astronomical models,3
1977,1,instrumentation and photography,3
1977,1,interstellar matter,3
1977,1,x ray sources,3
1977,3,spaceborne astronomy,3
1977,6,astronomy,3
1977,7,astronomy,3
1977,7,astrophysics,3
1977,7,space radiation,3
1977,7,x ray sources,3
1977,8,astronomy,3
1977,8,x ray sources,3
1977,9,emission spectra,3
1977,9,x ray sources,3
1978,10,absorption spectra,3
1978,10,abundance,3
1978,10,ariel 5 satellite,3
1978,10,collimators,3
1978,10,comets,3
1978,10,heao 1,3
1978,10,light curve,3
1978,10,uhuru satellite,3
1978,11,emission spectra,3
1978,11,line spectra,3
1978,11,spaceborne astronomy,3
1978,12,radiant flux density,3
1978,12,x ray astronomy,3
1978,1,astronomical spectroscopy,3
1978,1,hydrogen atoms,3
1978,1,petrology,3
1978,1,titanium,3
1978,1,x ray sources,3
1978,2,astrophysics,3
1978,2,brightness,3
1978,2,spaceborne astronomy,3
1978,2,x ray sources,3
1978,3,x ray astronomy,3
1978,4,astronomy,3
1978,4,black holes (astronomy),3
1978,4,spaceborne astronomy,3
1978,5,galactic nuclei,3
1978,5,graphs (charts),3
1978,5,orbits,3
1978,5,stellar envelopes,3
1978,8,light emission,3
1978,8,luminous intensity,3
1978,8,ubv spectra,3
1978,9,compton effect,3
1978,9,cosmic gases,3
1978,9,galactic clusters,3
1978,9,galactic nuclei,3
1978,9,x ray sources,3
1979,10,late stars,3
1979,10,photolysis,3
1979,11,clusters of galaxies:evolution,3
1979,11,clusters of galaxies:x rays,3
1979,11,emission spectra,3
1979,11,galactic evolution,3
1979,11,neutron stars,3
1979,11,spectrum analysis,3
1979,11,stellar luminosity,3
1979,11,stellar spectra,3
1979,12,doppler effect,3
1979,12,orbits,3
1979,12,precession,3
1979,12,sublimation,3
1979,1,absorption spectra,3
1979,1,angular resolution,3
1979,1,asteroids,3
1979,1,cerenkov counters,3
1979,1,chondrites,3
1979,1,chromosphere,3
1979,1,design analysis,3
1979,1,h ii regions,3
1979,1,mirrors,3
1979,1,orbits,3
1979,1,planets,3
1979,1,reflecting telescopes,3
1979,1,solar system,3
1979,1,telescopes,3
1979,1,ultraviolet astronomy,3
1979,3,emission spectra,3
1979,3,gamma ray astronomy,3
1979,3,heao 1,3
1979,4,oxygen,3
1979,4,ozone,3
1979,4,scattering cross sections,3
1979,4,x ray sources,3
1979,5,x ray sources,3
1979,6,binary stars,3
1979,6,light curve,3
1979,6,radio astronomy,3
1979,7,astrophysics,3
1979,8,x ray sources,3
1980,10,astronomy,3
1980,12,astronomy,3
1980,1,abundance,3
1980,1,brightness,3
1980,1,carbon monoxide,3
1980,1,comets:orbits,3
1980,1,dissociation,3
1980,1,instrumentation and photography,3
1980,1,interstellar gas,3
1980,1,late stars,3
1980,1,nitrogen,3
1980,1,photodissociation,3
1980,1,photoionization,3
1980,1,solar corona,3
1980,1,solar physics,3
1980,1,x ray imagery,3
1980,2,astronomy,3
1980,2,astrophysics,3
1980,3,brightness,3
1980,3,ice,3
1980,3,magnesium,3
1980,4,emission spectra,3
1980,4,line spectra,3
1980,4,x ray sources,3
1980,5,astronomy,3
1980,5,astrophysics,3
1980,5,resonance,3
1980,6,emission spectra,3
1980,6,line spectra,3
1980,6,quasars,3
1980,7,galactic clusters,3
1980,7,solar corona,3
1980,7,x ray astronomy,3
1980,8,astronomy,3
1980,8,spectral energy distribution,3
1980,8,stellar spectra,3
1980,8,x ray astronomy,3
1980,9,astrophysics,3
1980,9,x ray sources,3
1981,10,interstellar gas,3
1981,11,emission spectra,3
1981,11,galactic clusters,3
1981,11,galactic structure,3
1981,11,globular clusters,3
1981,11,heao 2,3
1981,11,stellar coronas,3
1981,11,x ray spectra,3
1981,12,rare earth elements,3
1981,1,comets:orbits,3
1981,1,compton effect,3
1981,1,conferences,3
1981,1,coronal loops,3
1981,1,cosmic rays,3
1981,1,eclipsing binary stars,3
1981,1,focal plane devices,3
1981,1,galactic clusters,3
1981,1,giant stars,3
1981,1,iue,3
1981,1,line spectra,3
1981,1,milky way galaxy,3
1981,1,mirrors,3
1981,1,neutron stars,3
1981,1,point sources,3
1981,1,proportional counters,3
1981,1,solar atmosphere,3
1981,1,solar system,3
1981,1,spaceborne astronomy,3
1981,1,spacelab payloads,3
1981,1,stellar coronas,3
1981,1,stellar rotation,3
1981,1,stellar spectra,3
1981,1,stellar temperature,3
1981,1,temperature distribution,3
1981,1,x ray imagery,3
1981,1,x ray telescopes,3
1981,2,binary stars,3
1981,2,continuous spectra,3
1981,2,oxygen,3
1981,2,solar radiation,3
1981,2,stellar spectra,3
1981,3,astronomical spectroscopy,3
1981,3,emission spectra,3
1981,3,galactic nuclei,3
1981,3,galactic radiation,3
1981,3,heao 2,3
1981,3,line spectra,3
1981,3,proportional counters,3
1981,3,x ray spectroscopy,3
1981,5,spectrum analysis,3
1981,5,x ray sources,3
1981,6,binary stars,3
1981,6,energy spectra,3
1981,6,heao 1,3
1981,6,line spectra,3
1981,6,pulsars,3
1981,6,radial velocity,3
1981,7,astronomy,3
1981,7,stellar luminosity,3
1981,7,x ray sources,3
1981,8,x ray sources,3
1982,10,line spectra,3
1982,11,astronomical maps,3
1982,12,x ray sources,3
1982,1,comets,3
1982,1,cool stars,3
1982,1,design analysis,3
1982,1,dwarf stars,3
1982,1,galactic evolution,3
1982,1,galactic structure,3
1982,1,grazing incidence,3
1982,1,h ii regions,3
1982,1,lunar and planetary exploration,3
1982,1,molecular clouds,3
1982,1,spatial resolution,3
1982,1,virgo galactic cluster,3
1982,1,x ray spectra,3
1982,2,astronomy,3
1982,2,coronal loops,3
1982,2,stellar atmospheres,3
1982,2,stellar structure,3
1982,2,sun,3
1982,2,x ray sources,3
1982,3,astronomy,3
1982,3,solar corona,3
1982,3,solar physics,3
1982,3,velocity distribution,3
1982,4,astronomy,3
1982,4,molecular clouds,3
1982,5,x ray sources,3
1982,6,galactic clusters,3
1982,6,high resolution,3
1982,6,luminosity,3
1982,7,astronomy,3
1982,7,heao 2,3
1983,10,emission spectra,3
1983,10,mineralogy,3
1983,10,polar regions,3
1983,11,astronomy,3
1983,11,galactic clusters,3
1983,11,galactic evolution,3
1983,11,lunar and planetary exploration,3
1983,11,solar physics,3
1983,1,abundance,3
1983,1,astronomical models,3
1983,1,black holes (astronomy),3
1983,1,dwarf stars,3
1983,1,globular clusters,3
1983,1,infrared spectra,3
1983,1,interstellar matter,3
1983,1,light curve,3
1983,1,magellanic clouds,3
1983,1,meteorites,3
1983,1,milky way galaxy,3
1983,1,neutron stars,3
1983,1,solar physics,3
1983,1,spatial distribution,3
1983,1,stellar envelopes,3
1983,1,stellar luminosity,3
1983,1,stellar spectra,3
1983,1,ultraviolet astronomy,3
1983,1,visible spectrum,3
1983,3,binary stars,3
1983,3,nebulae,3
1983,4,astronomy,3
1983,4,elliptical galaxies,3
1983,4,emission spectra,3
1983,4,radio sources (astronomy),3
